granularmode,GranularSetting,GranularTotal,heading,servicetype,speedmph,spreaderstatus,vehicleid,xcoord,ycoord,reporttimeepoch
C,0,652004,164,In Transit,35,O,H60,-88.0719,41.77808,1643981193
C,0,560057,350,Idle,0,O,H70,-88.14268,41.86362,1643981193
M,0,30939,114,In Transit,40,O,H74,-88.19207,41.86115,1643981193
M,0,30939,110,In Transit,42,O,H74,-88.18388,41.85858,1643981222
C,0,239908,86,Idle,0,O,H75,-88.14602,41.86508,1643981222
M,0,30939,106,In Transit,44,O,H74,-88.1795,41.85747,1643981252
M,0,30939,90,In Transit,42,O,H74,-88.16977,41.85683,1643981282
M,0,30939,90,In Transit,40,O,H74,-88.16517,41.85687,1643981312
C,0,652004,160,In Transit,33,O,H60,-88.06598,41.76273,1643981313
C,0,652004,176,In Transit,35,O,H60,-88.0651,41.75897,1643981344
C,0,595669,148,In Transit,6,O,H69,-88.14628,41.86545,1643981344
M,0,30939,86,Idle,0,O,H74,-88.16203,41.85695,1643981344
C,0,652004,176,In Transit,35,O,H60,-88.06465,41.75197,1643981373
M,0,30939,88,In Transit,35,O,H74,-88.15917,41.857,1643981373
C,0,652004,170,In Transit,6,O,H60,-88.06435,41.75055,1643981403
M,0,30939,88,In Transit,42,O,H74,-88.1547,41.85708,1643981403
M,0,30939,80,In Transit,38,O,H74,-88.14523,41.85738,1643981432
C,0,1004646,0,Idle,0,O,H67,-88.0306,41.99452,1643981463
M,0,30939,18,In Transit,15,O,H74,-88.14258,41.85778,1643981463
M,0,30939,2,Idle,0,O,H74,-88.14257,41.85915,1643981492
M,0,30939,358,In Transit,35,O,H74,-88.14257,41.86138,1643981522
C,0,652004,0,Idle,0,O,H60,-88.06498,41.74193,1643981523
M,0,30939,346,In Transit,2,O,H74,-88.1427,41.8638,1643981553
M,0,30939,282,In Transit,6,O,H74,-88.14332,41.86555,1643981584
M,0,30939,282,Idle,0,O,H74,-88.14418,41.86553,1643981612
M,0,30939,234,Idle,0,O,H74,-88.1446,41.8655,1643981735
C,0,1004646,0,Idle,0,O,H67,-88.03065,41.99452,1643981763
C,0,652004,52,In Transit,6,O,H60,-88.0646,41.74097,1643981883
C,0,652004,72,In Transit,6,O,H60,-88.0644,41.74202,1643981914
C,0,652004,0,Idle,0,O,H60,-88.06283,41.74233,1643981973
C,0,1004646,312,In Transit,6,O,H67,-88.03128,41.99465,1643981973
C,0,1004646,0,In Transit,6,O,H67,-88.03132,41.99582,1643982002
M,0,30939,266,In Transit,4,O,H74,-88.14492,41.86542,1643982002
C,0,1004646,296,In Transit,31,O,H67,-88.03512,41.99758,1643982033
M,0,30939,184,Idle,0,O,H74,-88.14613,41.8647,1643982033
C,0,1004646,266,In Transit,29,O,H67,-88.03977,41.99955,1643982063
C,0,652004,334,In Transit,6,O,H60,-88.06357,41.74935,1643982092
C,0,1004646,266,Idle,0,O,H67,-88.04572,41.99933,1643982123
C,0,1004646,200,In Transit,13,O,H67,-88.04605,41.99917,1643982183
C,0,1004646,180,In Transit,33,O,H67,-88.0461,41.99533,1643982218
C,0,652004,88,In Transit,33,O,H60,-88.04328,41.75028,1643982242
C,0,1004646,190,In Transit,26,O,H67,-88.0463,41.99217,1643982243
C,0,652004,0,Idle,0,O,H60,-88.04107,41.75032,1643982273
C,0,1004646,230,In Transit,33,O,H67,-88.04898,41.98903,1643982273
C,0,1004646,180,In Transit,35,O,H67,-88.05132,41.98543,1643982303
C,0,76897,358,Idle,0,O,H85,-88.17808,41.81148,1643982303
C,0,76897,86,In Transit,4,O,H85,-88.1779,41.81165,1643982331
C,0,1004646,180,In Transit,31,O,H67,-88.0514,41.98288,1643982332
C,100,652004,86,Spreading,26,S,H60,-88.03643,41.75042,1643982333
C,0,76897,90,In Transit,8,O,H85,-88.17538,41.81168,1643982362
C,100,652004,86,Idle,0,S,H60,-88.03133,41.75053,1643982363
C,0,1004646,180,In Transit,8,O,H67,-88.05145,41.98172,1643982363
C,0,76897,192,In Transit,4,O,H85,-88.17503,41.81153,1643982391
C,0,1004646,180,In Transit,22,O,H67,-88.05148,41.9787,1643982392
C,0,76897,216,In Transit,20,O,H85,-88.17752,41.80928,1643982421
C,0,1004646,180,In Transit,6,O,H67,-88.05153,41.97735,1643982422
C,0,652088,178,In Transit,29,O,H60,-88.0309,41.744,1643982452
C,0,1004646,180,In Transit,29,O,H67,-88.05155,41.97445,1643982452
C,0,76897,206,In Transit,2,O,H85,-88.1789,41.8075,1643982452
C,0,76897,258,In Transit,22,O,H85,-88.18113,41.80725,1643982482
C,0,1004646,178,In Transit,24,O,H67,-88.05158,41.97115,1643982483
C,0,652088,178,Idle,0,O,H60,-88.03065,41.73633,1643982513
C,0,1004646,180,In Transit,29,O,H67,-88.05165,41.96763,1643982513
C,0,76897,260,In Transit,24,O,H85,-88.18373,41.80688,1643982513
C,0,76897,276,Idle,0,O,H85,-88.18795,41.80688,1643982542
C,0,1004646,178,In Transit,31,O,H67,-88.0517,41.96367,1643982543
C,0,652088,178,In Transit,35,O,H60,-88.03052,41.7328,1643982573
C,0,1004646,158,In Transit,29,O,H67,-88.0508,41.95998,1643982573
C,150,76897,214,Spreading,11,S,H85,-88.18847,41.80683,1643982573
C,150,76897,182,Spreading,20,S,H85,-88.18867,41.80543,1643982602
C,0,652088,140,In Transit,29,O,H60,-88.02917,41.72878,1643982603
C,0,1004646,190,In Transit,26,O,H67,-88.05007,41.95638,1643982603
C,150,76897,182,Spreading,24,S,H85,-88.18903,41.80125,1643982631
C,0,1004646,0,Idle,0,O,H67,-88.05097,41.95482,1643982663
C,150,76897,182,Spreading,22,S,H85,-88.18923,41.79915,1643982663
C,150,76897,162,Spreading,29,S,H85,-88.18797,41.79503,1643982692
C,150,76897,158,Spreading,24,S,H85,-88.18702,41.79297,1643982721
C,0,652088,0,Idle,0,O,H60,-88.0303,41.72547,1643982723
C,150,76897,158,Spreading,24,S,H85,-88.185,41.78892,1643982752
C,0,1004646,178,In Transit,31,O,H67,-88.05137,41.95177,1643982753
C,150,76897,156,Spreading,22,S,H85,-88.18402,41.78705,1643982783
C,0,1004646,176,In Transit,29,O,H67,-88.05122,41.9477,1643982784
C,150,76897,182,Spreading,24,S,H85,-88.1833,41.78328,1643982812
C,0,1004646,178,In Transit,29,O,H67,-88.05103,41.94408,1643982813
C,150,76897,180,Spreading,15,S,H85,-88.18337,41.78185,1643982841
C,0,77200,192,Idle,0,O,H85,-88.18353,41.78038,1643982872
C,0,1004646,270,In Transit,17,O,H67,-88.05128,41.9405,1643982873
C,0,1004646,178,In Transit,31,O,H67,-88.05415,41.93837,1643982903
C,0,77205,252,In Transit,8,O,H85,-88.18377,41.78008,1643982903
